month,editors.anonymous,editors.user,editors.name-bot,editors.group-bot,editors.total,active-editors.total,edits.anonymous,edits.user,edits.name-bot,edits.group-bot,edits.total,new-reg.total,new-pages.anonymous,new-pages.user,new-pages.name-bot,new-pages.group-bot,new-pages.total,edited-pages.anonymous,edited-pages.user,edited-pages.name-bot,edited-pages.group-bot,edited-pages.total,edited-pages-conoc.non-content,edited-pages-conoc.content,edited-pages-conoc.total,pages2date.non-content,pages2date.content,pages2date.total,n_log_all,n_log_editor_ip,n_log_editor_bot,n_log_editor_user,n_log_admin_ip,n_log_admin_bot,n_log_admin_user,n_log_all_block,n_log_editor_ip_block,n_log_editor_bot_block,n_log_editor_user_block,n_log_admin_ip_block,n_log_admin_bot_block,n_log_admin_user_block,n_log_all_unblock,n_log_editor_ip_unblock,n_log_editor_bot_unblock,n_log_editor_user_unblock,n_log_admin_ip_unblock,n_log_admin_bot_unblock,n_log_admin_user_unblock,n_editor_all,n_editor_ip,n_editor_bot,n_editor_user,n_editor_all_block,n_editor_ip_block,n_editor_bot_block,n_editor_user_block,n_editor_all_unblock,n_editor_ip_unblock,n_editor_bot_unblock,n_editor_user_unblock,tag_number
2009-09-01,466550,144872,237.0,56.0,611715.0,44441,1241820,3375906,482783.0,309548.0,5410057.0,177449,2399,181337,14547.0,12357.0,210640.0,343366,1026570,349590.0,159339.0,1878865.0,483508,965934,1449442,9882476,2849596,12732072,13706,6603,0,7103,0,0,13706,13257,6397,0,6860,0,0,13257,449,206,0,243,0,0,449,12439,5866,0,6573,12146,5693,0,6453,441,206,0,235,42
2009-10-01,507438,151843,226.0,53.0,659560.0,45969,1334122,3441714,442834.0,289233.0,5507903.0,187913,2678,207682,21630.0,6557.0,238547.0,358608,1021159,307466.0,141965.0,1829198.0,548707,883467,1432174,10088537,2882082,12970619,28522,19895,1,8626,0,12637,15885,26679,19769,0,6910,0,12637,14042,354,126,1,227,0,0,354,25742,19140,1,6601,25595,19085,0,6510,346,125,1,220,42
2009-11-01,490860,150140,205.0,48.0,641253.0,45378,1279742,3343692,357526.0,297280.0,5278240.0,177282,2079,189268,14742.0,4945.0,211034.0,349659,1015357,254526.0,155988.0,1775530.0,445407,942834,1388241,10269680,2911973,13181653,22474,15858,3,6613,0,9087,13387,22170,15777,1,6392,0,9086,13084,304,81,2,221,0,1,303,21165,15089,2,6074,21030,15056,1,5973,297,79,2,216,42
2009-12-01,459778,142765,217.0,49.0,602809.0,43696,1182858,3283008,1012153.0,332567.0,5810586.0,160966,2118,192460,23222.0,11637.0,229437.0,331980,1033652,804966.0,184905.0,2355503.0,534818,1297401,1832219,10466093,2944997,13411090,24735,17890,6,6839,0,12132,12603,24418,17831,3,6584,0,12132,12286,317,59,3,255,0,0,317,23450,17212,3,6235,23316,17190,3,6123,305,58,3,244,42
2010-01-01,510522,152737,207.0,52.0,663518.0,45976,1329418,3485853,382306.0,296858.0,5494435.0,192851,2484,201224,22451.0,13085.0,239244.0,359085,1018200,265857.0,147715.0,1790857.0,549091,858212,1407303,10670679,2979655,13650334,28794,21155,1,7638,0,14957,13837,28025,21104,1,6920,0,14957,13068,271,51,0,220,0,0,271,27095,20545,1,6549,26972,20524,1,6447,267,51,0,216,48
2010-02-01,491209,148055,215.0,53.0,639532.0,44188,1277580,3262679,288113.0,386970.0,5215342.0,185110,2210,198498,14553.0,6411.0,221672.0,349391,984630,186303.0,155727.0,1676051.0,443262,862170,1305432,10863077,3008929,13872006,26035,18466,5,7564,0,11278,14757,25581,18223,2,7356,0,11278,14303,454,243,3,208,0,0,454,24655,17727,3,6925,24366,17526,2,6838,446,243,3,200,48
2010-03-01,522035,155321,205.0,57.0,677618.0,46543,1367065,3536704,361112.0,410074.0,5674955.0,191352,3191,215926,27274.0,9122.0,255513.0,371763,1061083,247899.0,216101.0,1896846.0,557625,912393,1470018,11088026,3039493,14127519,32348,21870,8,10470,0,13303,19045,31930,21691,4,10235,0,13303,18627,418,179,4,235,0,0,418,30728,20949,1,9778,30472,20804,1,9667,403,178,1,224,48
2010-04-01,499217,147670,193.0,57.0,647137.0,44753,1327893,3373955,522597.0,396605.0,5621050.0,169951,1947,186661,23635.0,25634.0,237877.0,368046,1024170,396992.0,241328.0,2030536.0,654793,946850,1601643,11288087,3077309,14365396,20267,12785,5,7477,0,5241,15026,19866,12586,4,7276,0,5241,14625,401,199,1,201,0,0,401,18870,11951,2,6917,18708,11883,2,6823,394,198,1,195,48
2010-05-01,498237,148071,196.0,62.0,646566.0,45179,1300280,3387496,373986.0,453354.0,5515116.0,168372,2032,192933,32689.0,10995.0,238649.0,360158,1031022,272155.0,240153.0,1903488.0,520078,961246,1481324,11495217,3108828,14604045,21609,13777,7,7825,0,7002,14607,21364,13733,4,7627,0,7002,14362,245,44,3,198,0,0,245,20326,13081,2,7243,20222,13068,2,7152,239,44,2,193,48
2010-06-01,437325,134256,205.0,63.0,571849.0,41571,1123900,3133582,572066.0,483175.0,5312723.0,134593,2117,173332,13434.0,7627.0,196510.0,324608,956877,458277.0,281923.0,2021685.0,519892,1062259,1582151,11662747,3137808,14800555,18392,11021,6,7365,0,6010,12382,18083,10974,4,7105,0,6010,12073,309,47,2,260,0,0,309,17355,10517,4,6834,17216,10496,4,6716,290,46,2,242,48
2010-07-01,421716,130862,202.0,56.0,552836.0,41021,1130333,3196240,284133.0,366165.0,4976871.0,132677,2061,171811,14427.0,4996.0,193295.0,329048,982277,191396.0,234457.0,1737178.0,472325,901366,1373691,11826526,3167324,14993850,14611,8065,11,6535,0,3944,10667,14344,7994,6,6344,0,3944,10400,267,71,5,191,0,0,267,13608,7597,3,6008,13473,7549,3,5921,258,71,3,184,48
2010-08-01,427543,132067,198.0,59.0,559867.0,41679,1145847,3347732,344749.0,395381.0,5233709.0,133813,1864,212747,15323.0,8168.0,238102.0,335541,1042304,244825.0,200853.0,1823523.0,506661,932493,1439154,12029385,3202567,15231952,16778,10513,6,6259,0,6000,10778,16497,10469,3,6025,0,6000,10497,281,44,3,234,0,0,281,15614,9923,3,5688,15496,9906,3,5587,274,43,3,228,48
2010-09-01,444873,129474,209.0,62.0,574618.0,40036,1159999,3307890,328358.0,612321.0,5408568.0,136776,1644,215316,16203.0,6045.0,239208.0,338436,1070743,218033.0,451274.0,2078486.0,581466,1040284,1621750,12236340,3234820,15471160,23933,15373,10,8550,0,9066,14867,23595,15254,5,8336,0,9066,14529,338,119,5,214,0,0,338,22503,14548,5,7950,22338,14468,5,7865,331,118,5,208,48
2010-10-01,472434,133667,203.0,64.0,606368.0,40654,1223700,3344433,322792.0,738443.0,5629368.0,143903,1786,279424,10764.0,4375.0,296349.0,344275,1097268,227010.0,572773.0,2241326.0,652909,1118138,1771047,12503467,3264042,15767509,26404,18598,2,7804,0,11023,15381,26171,18557,1,7613,0,11023,15148,233,41,1,191,0,0,233,25036,17714,1,7321,24933,17702,1,7230,230,41,1,188,48
2010-11-01,455825,130647,221.0,66.0,586759.0,39907,1154582,3138686,259701.0,777017.0,5329986.0,139357,1360,203972,10837.0,32761.0,248930.0,335828,1029444,175287.0,572889.0,2113448.0,609862,1049693,1659555,12720560,3295879,16016439,26180,18707,2,7471,0,11212,14968,25723,18481,1,7241,0,11212,14511,457,226,1,230,0,0,457,24866,17874,1,6991,24599,17702,1,6896,450,225,1,224,48
2010-12-01,432259,125773,220.0,68.0,558320.0,39096,1101030,3049390,226972.0,625273.0,5002665.0,126976,1323,213991,6503.0,35895.0,257712.0,324885,1023191,146309.0,396546.0,1890931.0,503439,971175,1474614,12949117,3325034,16274151,18652,11829,11,6812,0,6390,12262,18429,11801,6,6622,0,6390,12039,223,28,5,190,0,0,223,17546,11278,5,6263,17456,11269,5,6182,215,28,5,182,48
2011-01-01,486464,140051,210.0,74.0,626799.0,43283,1253269,3426126,269957.0,609072.0,5558424.0,152592,1922,240326,17058.0,45909.0,305215.0,357135,1136101,185737.0,391418.0,2070391.0,606666,1002671,1609337,13223710,3355656,16579366,30495,23154,4,7337,0,16420,14075,30225,23094,2,7129,0,16420,13805,270,60,2,208,0,0,270,29143,22314,2,6827,29027,22304,2,6721,267,59,2,206,49
2011-02-01,412842,140979,194.0,68.0,554083.0,42244,1053904,3063069,245947.0,430044.0,4792964.0,147790,2174,148803,20288.0,34938.0,206203.0,322838,997114,167994.0,276114.0,1764060.0,482187,896815,1379002,13404089,3381480,16785569,26724,20033,8,6683,0,14571,12153,26495,19995,4,6496,0,14571,11924,229,38,4,187,0,0,229,25704,19493,3,6208,25603,19476,3,6124,222,38,3,181,49
2011-03-01,408124,152388,211.0,70.0,560793.0,44526,1050304,3162962,251361.0,380595.0,4845222.0,162313,1625,159673,6775.0,26949.0,195022.0,323292,956515,170414.0,232311.0,1682532.0,425245,882503,1307748,13571844,3408747,16980591,29222,21602,7,7613,0,15981,13241,28955,21501,4,7450,0,15981,12974,267,101,3,163,0,0,267,28042,20959,2,7081,27910,20899,2,7009,254,96,2,156,49
2011-04-01,386564,142716,181.0,73.0,529534.0,42626,991717,2967226,297593.0,412167.0,4668703.0,155985,1589,151854,5385.0,9533.0,168361.0,306621,909335,211983.0,253316.0,1681255.0,369541,930191,1299732,13714290,3434662,17148952,19945,13120,9,6816,0,8554,11391,19779,13093,5,6681,0,8554,11225,166,27,4,135,0,0,166,19088,12719,3,6366,19015,12710,2,6303,163,27,3,133,49
2011-05-01,392742,141506,194.0,77.0,534519.0,42059,1000888,3021783,243613.0,422823.0,4689107.0,154443,1709,144698,6051.0,31326.0,183784.0,313752,926867,169684.0,244566.0,1654869.0,398779,887772,1286551,13872762,3459974,17332736,21122,14418,4,6700,0,9072,12050,20852,14341,2,6509,0,9072,11780,270,77,2,191,0,0,270,20016,13879,3,6134,19878,13825,2,6051,267,76,2,189,49
2011-06-01,369107,139072,200.0,77.0,508456.0,40895,971770,2983828,284875.0,567956.0,4808429.0,146513,1630,158097,7452.0,26929.0,194108.0,304865,965332,209597.0,326733.0,1806527.0,452776,960625,1413401,14041805,3485039,17526844,21632,14591,9,7032,0,10587,11045,21358,14537,7,6814,0,10587,10771,274,54,2,218,0,0,274,20523,14085,3,6435,20403,14060,3,6340,271,54,2,215,49
2011-07-01,359630,138700,208.0,81.0,498619.0,40700,954569,3072671,270293.0,557274.0,4854807.0,151322,1573,161449,9662.0,27122.0,199806.0,299991,981216,187659.0,348092.0,1816958.0,437867,979002,1416869,14215703,3510947,17726650,21688,15121,3,6564,0,12094,9594,21482,15071,2,6409,0,12094,9388,206,50,1,155,0,0,206,20500,14393,2,6105,20417,14377,2,6038,204,48,1,155,49
2011-08-01,371035,141920,204.0,72.0,513231.0,41103,979662,3129475,341046.0,379845.0,4830028.0,157808,1683,185194,6288.0,22795.0,215960.0,308779,1018492,253555.0,206615.0,1787441.0,522883,908083,1430966,14402016,3540594,17942610,46058,38517,4,7537,0,34482,11576,45824,38470,2,7352,0,34482,11342,234,47,2,185,0,0,234,44993,38006,2,6985,44902,37993,2,6907,233,47,2,184,49
2011-09-01,365065,141520,186.0,76.0,506847.0,40911,937599,2950552,314808.0,590979.0,4793938.0,157606,1394,167870,8336.0,32010.0,209610.0,303190,971517,196534.0,404369.0,1875610.0,520637,980838,1501475,14581767,3570453,18152220,51287,44261,10,7016,0,39332,11955,51060,44193,6,6861,0,39332,11728,227,68,4,155,0,0,227,49554,43008,5,6541,49453,42985,4,6464,217,67,4,146,49
2011-10-01,395532,141397,202.0,75.0,537206.0,41131,1003930,2990680,238331.0,421045.0,4653986.0,154897,1536,163987,6828.0,36131.0,208482.0,311463,955636,169930.0,246531.0,1683560.0,459661,865038,1324699,14761443,3599259,18360702,50735,43709,7,7019,0,28708,22027,50434,43591,3,6840,0,28708,21726,301,118,4,179,0,0,301,39810,33323,3,6484,39643,33245,2,6396,289,116,3,170,49
2011-11-01,390170,136963,191.0,72.0,527396.0,39799,993337,2964886,251486.0,371026.0,4580735.0,148244,1403,160592,9189.0,32829.0,204013.0,308265,970673,171047.0,210788.0,1660773.0,461573,861076,1322649,14939154,3625561,18564715,39160,32693,6,6461,0,26727,12433,38943,32614,3,6326,0,26727,12216,217,79,3,135,0,0,217,36163,30156,3,6004,36061,30125,3,5933,213,79,3,131,49
2011-12-01,368349,131593,197.0,81.0,500220.0,39452,936224,2993879,402624.0,481782.0,4814509.0,132992,1269,157238,8014.0,21917.0,188438.0,296441,987039,296874.0,304559.0,1884913.0,620650,906233,1526883,15102314,3650839,18753153,21446,14629,3,6814,0,9581,11865,20717,14573,1,6143,0,9581,11136,231,56,2,173,0,0,231,19895,14070,2,5823,19802,14060,1,5741,226,53,2,171,49
2012-01-01,389186,140259,204.0,83.0,529732.0,40469,1002533,3164564,274118.0,569736.0,5010951.0,151583,1550,162780,7399.0,33035.0,204764.0,311159,1046564,198713.0,333435.0,1889871.0,491233,1003874,1495107,15279549,3678368,18957917,22600,15937,4,6659,0,10191,12409,22371,15883,3,6485,0,10191,12180,229,54,1,174,0,0,229,21424,15204,3,6217,21319,15191,3,6125,229,54,1,174,50
2012-02-01,377288,136789,193.0,83.0,514353.0,39869,973429,2971160,297109.0,518935.0,4760633.0,142725,1670,156868,11592.0,35525.0,205655.0,310681,978923,228295.0,279872.0,1797771.0,507508,916636,1424144,15458986,3704586,19163572,20313,13120,7,7186,0,7015,13298,20043,13045,4,6994,0,7015,13028,270,75,3,192,0,0,270,19115,12472,4,6639,19001,12446,3,6552,261,71,3,187,50
2012-03-01,383673,135668,185.0,78.0,519604.0,40962,995685,3109098,200599.0,573016.0,4878398.0,132624,1617,199936,6174.0,34615.0,242342.0,314188,1056134,151957.0,365425.0,1887704.0,536941,958054,1494995,15675563,3730351,19405914,23688,17461,7,6220,0,12288,11400,23476,17405,4,6067,0,12288,11188,212,56,3,153,0,0,212,22544,16746,2,5796,22460,16736,2,5722,206,56,2,148,50
2012-04-01,372468,131517,178.0,84.0,504247.0,39626,964753,3122462,187180.0,445096.0,4719491.0,121843,1758,227801,8016.0,30060.0,267635.0,310588,1112952,134068.0,267089.0,1824697.0,558048,912837,1470885,15915367,3758182,19673549,19245,13290,10,5945,0,8496,10749,18989,13242,5,5742,0,8496,10493,256,48,5,203,0,0,256,18104,12640,4,5460,17994,12625,4,5365,249,48,3,198,50
2012-05-01,374192,133699,181.0,79.0,508151.0,39594,976666,3166303,177346.0,630575.0,4950890.0,124449,1735,178467,6666.0,25750.0,212618.0,311522,1125548,125411.0,425999.0,1988480.0,547065,1036409,1583474,16096236,3789931,19886167,22999,16227,10,6762,0,10767,12232,22750,16179,6,6565,0,10767,11983,249,48,4,197,0,0,249,21858,15645,4,6209,21755,15634,4,6117,244,46,3,195,50
2012-06-01,335417,122897,197.0,77.0,458588.0,37761,884567,2910021,186173.0,404919.0,4385680.0,118956,1460,153427,6404.0,21593.0,182884.0,287411,991466,133143.0,235495.0,1647515.0,416503,901557,1318060,16249334,3819717,20069051,19008,12917,0,6091,0,8620,10388,18811,12832,0,5979,0,8620,10191,197,85,0,112,0,0,197,17685,12059,0,5626,17618,12025,0,5593,193,84,0,109,50
2012-07-01,334103,124626,156.0,78.0,458963.0,38742,916033,2972011,195252.0,555421.0,4638717.0,122904,1476,154835,3713.0,38345.0,198369.0,292953,955629,143270.0,348994.0,1740846.0,459502,943619,1403121,16416456,3850964,20267420,17664,12037,3,5624,0,8646,9018,17511,11995,1,5515,0,8646,8865,153,42,2,109,0,0,153,16252,11028,2,5222,16187,11014,1,5172,149,41,2,106,50
2012-08-01,333879,125317,175.0,79.0,459450.0,38356,929648,3070006,166396.0,474285.0,4640335.0,124713,1328,146933,3594.0,22845.0,174700.0,295527,999361,122229.0,279857.0,1696974.0,418774,934477,1353251,16563186,3878934,20442120,42493,36815,1,5677,0,33147,9346,42373,36779,1,5593,0,33147,9226,120,36,0,84,0,0,120,41094,35898,1,5195,41065,35889,1,5175,117,36,0,81,50
2012-09-01,330301,121743,167.0,79.0,452290.0,36798,886644,2848618,226148.0,872707.0,4834117.0,126097,1330,145625,8476.0,26228.0,181659.0,294012,970221,175954.0,690301.0,2130488.0,909236,864913,1774149,16719784,3903995,20623779,63058,56977,3,6078,0,51859,11199,62938,56928,1,6009,0,51859,11079,120,49,2,69,0,0,120,61522,55880,2,5640,61477,55856,1,5620,118,49,2,67,50
2012-10-01,372501,128552,181.0,85.0,501319.0,38928,964403,3020113,225301.0,757208.0,4967025.0,137299,1478,161146,7445.0,40527.0,210596.0,310084,1050473,173852.0,549244.0,2083653.0,709338,994536,1703874,16905271,3929104,20834375,46554,39160,9,7385,0,33245,13309,46400,39125,5,7270,0,33245,13155,154,35,4,115,0,0,154,45593,38641,3,6949,45564,38635,3,6926,151,35,2,114,50
2012-11-01,362582,126195,159.0,80.0,489016.0,37923,915882,2817904,176018.0,689471.0,4599275.0,140870,1445,150557,5547.0,31484.0,189033.0,304897,961829,130323.0,472760.0,1869809.0,419326,1045844,1465170,17070872,3952536,21023408,35618,29556,9,6053,0,23985,11633,35495,29518,4,5973,0,23985,11510,123,38,5,80,0,0,123,34823,29102,5,5716,34783,29089,4,5690,121,38,5,78,50
2012-12-01,345220,121050,165.0,79.0,466514.0,36668,873393,2890845,233173.0,539186.0,4536597.0,128264,1370,147864,6129.0,28065.0,183428.0,296258,967886,169392.0,321163.0,1754699.0,403441,984595,1388036,17227647,3979189,21206836,16057,9605,2,6450,0,4835,11222,15928,9567,1,6360,0,4835,11093,129,38,1,90,0,0,129,15168,9133,1,6034,15133,9125,1,6007,128,38,1,89,50
2013-01-01,373816,129165,154.0,84.0,503219.0,38567,953545,3052777,280958.0,582416.0,4869696.0,130329,1447,152940,6378.0,29166.0,189931.0,314563,1011598,205930.0,362024.0,1894115.0,466351,1029336,1495687,17391925,4004842,21396767,25925,18850,4,7071,0,13368,12557,25700,18796,2,6902,0,13368,12332,225,54,2,169,0,0,225,24857,18333,2,6522,24785,18314,2,6469,222,53,2,167,50
2013-02-01,342937,122500,159.0,75.0,465671.0,36570,866190,2762611,194238.0,1233054.0,5056093.0,133201,1665,141822,3434.0,29608.0,176529.0,294021,966563,107950.0,936008.0,2304542.0,431949,1339064,1771013,17546032,4027264,21573296,18293,11720,10,6563,0,6586,11707,18167,11684,6,6477,0,6586,11581,126,36,4,86,0,0,126,17487,11275,4,6208,17454,11269,4,6181,124,35,4,85,50
2013-03-01,353959,128563,107.0,74.0,482703.0,38920,920683,2954556,131492.0,2245092.0,6251823.0,148076,1432,165031,4477.0,21940.0,192880.0,304955,1010340,85857.0,1923616.0,3324768.0,714660,2033915,2748575,17714292,4051884,21766176,16293,9429,2,6862,0,4275,12018,16161,9395,1,6765,0,4275,11886,132,34,1,97,0,0,132,15439,8970,1,6468,15399,8963,1,6435,128,34,1,93,50
2013-04-01,343803,125011,116.0,76.0,469006.0,39100,910010,2970273,120790.0,532230.0,4533303.0,122666,1469,153068,5909.0,20580.0,181026.0,299664,972337,76213.0,366409.0,1714623.0,464253,920428,1384681,17870406,4076796,21947202,16563,9666,6,6891,0,4277,12286,16316,9573,3,6740,0,4277,12039,247,93,3,151,0,0,247,15681,9178,2,6501,15585,9125,2,6458,242,93,2,147,50
2013-05-01,373997,124508,109.0,81.0,498695.0,38418,988683,2911657,79954.0,405542.0,4385836.0,122597,1485,146259,9170.0,20524.0,177438.0,313729,944064,40020.0,240583.0,1538396.0,414250,818868,1233118,18023582,4101058,22124640,30948,23854,6,7088,0,17903,13045,30750,23778,4,6968,0,17903,12847,198,76,2,120,0,0,198,30006,23308,4,6694,29924,23267,4,6653,193,76,2,115,50
2013-06-01,333408,113359,100.0,85.0,446952.0,35199,895377,2793130,73775.0,438764.0,4201046.0,117619,1344,152151,8213.0,21733.0,183441.0,293693,943896,31972.0,266135.0,1535696.0,434819,813290,1248109,18181363,4126718,22308081,52609,45823,3,6783,0,41058,11551,52205,45532,1,6672,0,41058,11147,404,291,2,111,0,0,404,51563,45169,2,6392,51517,45154,1,6362,395,291,2,102,50
2013-07-01,303200,121752,95.0,83.0,425130.0,35440,809256,2745180,67205.0,366396.0,3988037.0,139654,1551,181835,7111.0,13080.0,203577.0,280513,915786,27584.0,202258.0,1426141.0,420507,754433,1174940,18359611,4152047,22511658,63891,57511,2,6378,0,54631,9260,63761,57482,1,6278,0,54631,9130,130,29,1,100,0,0,130,63170,57192,1,5977,63145,57187,1,5957,123,29,1,93,50
2013-08-01,278371,123690,109.0,79.0,402249.0,35441,750454,2702490,169826.0,406946.0,4029716.0,155062,1344,152782,18703.0,16943.0,189772.0,266670,887553,119933.0,239628.0,1513784.0,435972,810182,1246154,18523875,4177555,22701430,56343,50235,1,6107,0,47065,9278,56204,50202,1,6001,0,47065,9139,139,33,0,106,0,0,139,55648,49922,1,5725,55601,49912,1,5688,137,33,0,104,50
2013-09-01,286077,117543,107.0,74.0,403801.0,33276,750896,2550220,105165.0,460960.0,3867241.0,151301,1120,143857,9368.0,12743.0,167088.0,272476,872145,64447.0,256232.0,1465300.0,402356,801239,1203595,18668028,4200490,22868518,10800,4201,0,6599,0,0,10800,10674,4166,0,6508,0,0,10674,126,35,0,91,0,0,126,10120,3841,0,6279,10066,3819,0,6247,126,35,0,91,50
2013-10-01,336746,122815,114.0,77.0,459752.0,36094,869236,2756483,49216.0,426432.0,4101367.0,156981,1364,155139,7061.0,13869.0,177433.0,297185,929475,32398.0,219310.0,1478368.0,395955,806921,1202876,18817952,4227999,23045951,99498,92788,1,6709,0,87443,12055,99398,92771,1,6626,0,87443,11955,100,17,0,83,0,0,100,98710,92294,1,6415,98681,92290,1,6390,97,17,0,80,50
2013-11-01,323263,119453,100.0,78.0,442894.0,35522,833998,2696282,50729.0,368761.0,3949770.0,150282,1182,145292,7679.0,27589.0,181742.0,289020,919791,35130.0,182034.0,1425975.0,356569,803104,1159673,18973061,4254632,23227693,152786,146382,7,6397,0,141990,10796,152656,146335,4,6317,0,141990,10666,130,47,3,80,0,0,130,152031,145950,4,6077,151976,145926,4,6046,129,47,3,79,50
2013-12-01,310124,116025,116.0,77.0,426342.0,35041,818540,2977171,65536.0,402096.0,4263343.0,148924,1381,150141,7098.0,22485.0,181105.0,281215,1086839,50428.0,226871.0,1645353.0,514551,850583,1365134,19129764,4279034,23408798,78311,71957,2,6352,0,68051,10260,78093,71875,1,6217,0,68051,10042,218,82,1,135,0,0,218,77516,71558,1,5957,77417,71493,1,5923,214,82,1,131,50
2014-01-01,331861,125439,111.0,83.0,457494.0,36856,907396,2894650,77948.0,524655.0,4404649.0,156897,1283,151134,9971.0,26794.0,189182.0,304773,956006,61244.0,305681.0,1627704.0,422823,887037,1309860,19292074,4305906,23597980,34086,27271,0,6815,0,21890,12196,33930,27238,0,6692,0,21890,12040,156,33,0,123,0,0,156,33217,26816,0,6401,33188,26811,0,6377,149,33,0,116,50
2014-02-01,301471,117686,101.0,80.0,419338.0,35070,801190,2661568,62449.0,374316.0,3899523.0,137417,1212,142229,7716.0,25452.0,176609.0,276776,898544,49492.0,182809.0,1407621.0,359546,771760,1131306,19443220,4331369,23774589,26035,19474,3,6558,0,14590,11445,25902,19449,1,6452,0,14590,11312,133,25,2,106,0,0,133,25244,19080,2,6162,25202,19070,1,6131,117,25,2,90,50
2014-03-01,321853,125405,91.0,82.0,447431.0,37910,880936,2880720,47589.0,422633.0,4231878.0,151925,1228,149298,9291.0,29488.0,189305.0,299580,948081,37188.0,210424.0,1495273.0,388269,813560,1201829,19608069,4355825,23963894,22530,14627,0,7903,0,9073,13457,22395,14597,0,7798,0,9073,13322,135,30,0,105,0,0,135,21338,14078,0,7260,21294,14068,0,7226,134,30,0,104,50
2014-04-01,297977,122982,89.0,78.0,421126.0,36470,809565,2712820,43178.0,471073.0,4036636.0,148995,1149,137893,6543.0,26220.0,171805.0,283770,917845,31839.0,262965.0,1496419.0,366304,828260,1194564,19756772,4378927,24135699,23905,16752,2,7151,0,11703,12202,23776,16723,1,7052,0,11703,12073,129,29,1,99,0,0,129,23120,16360,1,6759,23076,16354,1,6721,125,28,1,96,50
2014-05-01,287312,130709,90.0,77.0,418188.0,37452,778135,2823980,36985.0,457303.0,4096403.0,162681,1212,144931,7958.0,25257.0,179358.0,277397,952943,27469.0,261547.0,1519356.0,425076,808731,1233807,19912377,4402680,24315057,24372,16464,5,7903,0,11190,13182,24236,16444,3,7789,0,11190,13046,136,20,2,114,0,0,136,23486,16084,3,7399,23456,16082,3,7371,130,20,2,108,50
