month,editors.anonymous,editors.user,editors.name-bot,editors.group-bot,editors.total,active-editors.total,edits.anonymous,edits.user,edits.name-bot,edits.group-bot,edits.total,new-reg.total,new-pages.anonymous,new-pages.user,new-pages.name-bot,new-pages.group-bot,new-pages.total,edited-pages.anonymous,edited-pages.user,edited-pages.name-bot,edited-pages.group-bot,edited-pages.total,edited-pages-conoc.non-content,edited-pages-conoc.content,edited-pages-conoc.total,pages2date.non-content,pages2date.content,pages2date.total,n_log_all,n_log_editor_ip,n_log_editor_bot,n_log_editor_user,n_log_admin_ip,n_log_admin_bot,n_log_admin_user,n_log_all_block,n_log_editor_ip_block,n_log_editor_bot_block,n_log_editor_user_block,n_log_admin_ip_block,n_log_admin_bot_block,n_log_admin_user_block,n_log_all_unblock,n_log_editor_ip_unblock,n_log_editor_bot_unblock,n_log_editor_user_unblock,n_log_admin_ip_unblock,n_log_admin_bot_unblock,n_log_admin_user_unblock,n_editor_all,n_editor_ip,n_editor_bot,n_editor_user,n_editor_all_block,n_editor_ip_block,n_editor_bot_block,n_editor_user_block,n_editor_all_unblock,n_editor_ip_unblock,n_editor_bot_unblock,n_editor_user_unblock,tag_number
2014-06-01,255760,117933,86.0,84.0,373863.0,34672,709119,2630082,42885.0,390279.0,3772365.0,152827,1031,133960,7360.0,18444.0,160795.0,255636,891865,31940.0,173440.0,1352881.0,355079,751580,1106659,20050118,4425734,24475852,21217,14629,4,6584,0,11580,9637,21106,14603,2,6501,0,11580,9526,111,26,2,83,0,0,111,20563,14306,2,6255,20530,14300,2,6228,109,26,1,82,50
2014-07-01,241310,126611,92.0,86.0,368099.0,36416,690540,2710345,63731.0,489193.0,3953809.0,194215,1109,135090,5636.0,21143.0,162978.0,249518,921823,52058.0,292479.0,1515878.0,439627,816672,1256299,20185457,4453373,24638830,16113,7488,2,8623,199,5059,10855,15522,7469,1,8052,0,5059,10463,100,19,1,80,0,0,100,14807,7162,1,7644,14779,7157,1,7621,97,19,1,77,50
2014-08-01,254167,126703,100.0,89.0,381059.0,36345,726113,2793256,34586.0,404549.0,3958504.0,330290,1153,135886,5700.0,30053.0,172792.0,259099,966873,24261.0,214403.0,1464636.0,375754,836647,1212401,20333406,4478216,24811622,15126,6764,4,8358,0,4025,11101,14998,6740,2,8256,0,4025,10973,128,24,2,102,0,0,128,14353,6440,2,7911,14324,6439,2,7883,128,24,2,102,50
2014-09-01,255714,123522,94.0,85.0,379415.0,34988,703451,2606034,41793.0,452548.0,3803826.0,236425,923,132382,5651.0,22260.0,161216.0,256048,885950,21209.0,233474.0,1396681.0,377819,749011,1126830,20471830,4501008,24972838,14589,7178,5,7406,0,2545,12044,14483,7154,3,7326,0,2545,11938,106,24,2,80,0,0,106,13844,6791,3,7050,13815,6782,3,7030,100,24,2,74,50
2014-10-01,275696,130081,86.0,84.0,405947.0,37148,749268,2709748,48090.0,376482.0,3883588.0,239640,1122,157065,5090.0,22067.0,185344.0,271655,903253,28025.0,197759.0,1400692.0,399688,739146,1138834,20631002,4527180,25158182,24439,16468,2,7969,0,10961,13478,24280,16405,0,7875,0,10961,13319,159,63,2,94,0,0,159,23540,15985,2,7553,23463,15936,0,7527,158,63,2,93,50
2014-11-01,265432,126255,93.0,80.0,391860.0,36323,728343,2657301,36799.0,403672.0,3826115.0,233741,1236,174334,3940.0,20240.0,199750.0,266120,916143,27381.0,222728.0,1432372.0,363591,804075,1167666,20805112,4552820,25357932,22344,14923,2,7419,0,9820,12524,22209,14877,1,7331,0,9820,12389,135,46,1,88,0,0,135,21527,14510,1,7016,21474,14482,1,6991,132,46,1,85,50
2014-12-01,250432,122464,85.0,84.0,373065.0,35738,720400,2806834,30927.0,476778.0,4034939.0,224295,1273,216311,2774.0,21396.0,241754.0,262905,983822,23536.0,246226.0,1516489.0,455345,799379,1254724,21023699,4575987,25599686,43089,35358,0,7731,0,30085,13004,42954,35345,0,7609,0,30085,12869,135,13,0,122,0,0,135,42262,34948,0,7314,42217,34943,0,7274,134,13,0,121,50
2015-01-01,268193,131367,93.0,86.0,399739.0,37926,781006,3052657,46895.0,418190.0,4298748.0,232473,917,237439,3206.0,21841.0,263403.0,278630,1051298,21436.0,203885.0,1555249.0,440754,841189,1281943,21260031,4603058,25863089,73100,64614,7,8479,0,59017,14083,72930,64589,4,8337,0,59017,13913,170,25,3,142,0,0,170,72226,64211,3,8012,72186,64211,3,7972,159,24,2,133,50
2015-02-01,249116,130215,96.0,84.0,379511.0,36867,718172,2746491,41965.0,425052.0,3931680.0,225650,868,153420,2741.0,21969.0,178998.0,265380,920221,21835.0,231973.0,1439409.0,380250,797330,1177580,21415596,4626491,26042087,87339,78395,0,8944,0,72959,14380,87171,78366,0,8805,0,72959,14212,168,29,0,139,0,0,168,86528,78022,0,8506,86478,78013,0,8465,165,29,0,136,50
2015-03-01,270089,137612,109.0,83.0,407893.0,40456,785416,3066412,45368.0,899769.0,4796965.0,234509,1083,166080,3071.0,475293.0,645527.0,278493,986383,23524.0,695986.0,1984386.0,883036,829473,1712509,22036132,4651482,26687614,82248,73011,0,9237,0,67605,14643,82083,72990,0,9093,0,67605,14478,165,21,0,144,0,0,165,81293,72579,0,8714,81245,72577,0,8668,161,20,0,141,50
2015-04-01,295427,123673,103.0,91.0,419294.0,37872,824806,2854611,46743.0,1686088.0,5412248.0,307409,1042,157239,3057.0,22530.0,183868.0,288633,927804,23439.0,923799.0,2163675.0,948110,918639,1866749,22196616,4674866,26871482,48207,40736,0,7471,0,34687,13520,48045,40711,0,7334,0,34687,13358,162,25,0,137,0,0,162,47243,40226,0,7017,47200,40216,0,6984,157,25,0,132,50
2015-05-01,308302,120777,92.0,89.0,429260.0,36600,860157,2959326,48163.0,610200.0,4477846.0,218417,954,155516,2886.0,29219.0,188575.0,292361,1018492,27286.0,386447.0,1724586.0,415562,959175,1374737,22362206,4697851,27060057,47082,39486,6,7590,0,32691,14391,46951,39464,3,7484,0,32691,14260,131,22,3,106,0,0,131,46122,38928,4,7190,46083,38919,3,7161,129,22,3,104,50
2015-06-01,291918,114837,79.0,89.0,406923.0,35248,838583,2870674,37804.0,426602.0,4173663.0,205380,989,145986,2925.0,16865.0,166765.0,283351,972841,16421.0,240119.0,1512732.0,356342,874343,1230685,22505534,4721288,27226822,42660,35491,7,7162,0,30924,11736,42509,35459,4,7046,0,30924,11585,151,32,3,116,0,0,151,41736,35042,4,6690,41704,35038,3,6663,136,32,3,101,50
2015-07-01,295625,115638,91.0,87.0,411441.0,35702,876679,2969752,44376.0,386038.0,4276845.0,182316,1806,146189,3026.0,18146.0,169167.0,286361,962932,34234.0,170615.0,1454142.0,383958,809264,1193222,22648180,4747809,27395989,37390,30186,0,7204,0,26330,11060,37152,30166,0,6986,0,26330,10822,238,20,0,218,0,0,238,36413,29798,0,6615,36378,29791,0,6587,236,20,0,216,50
2015-08-01,297434,116152,86.0,92.0,413764.0,35597,876124,3120649,37640.0,487868.0,4522281.0,169920,1679,148508,3133.0,29151.0,182471.0,293592,1045420,30567.0,248766.0,1618345.0,417200,901880,1319080,22804480,4773980,27578460,31174,23411,5,7758,0,19709,11465,31034,23391,3,7640,0,19709,11325,140,20,2,118,0,0,140,30282,23056,3,7223,30261,23050,3,7208,130,19,2,109,50
2015-09-01,307720,119142,77.0,89.0,427028.0,36053,870713,2987619,58717.0,472307.0,4389356.0,182565,1680,162382,2649.0,27187.0,193898.0,294528,1025543,52165.0,230963.0,1603199.0,437931,867380,1305311,22977599,4794759,27772358,31458,23887,1,7570,0,17434,14024,31318,23858,0,7460,0,17434,13884,140,29,1,110,0,0,140,30442,23355,1,7086,30413,23352,0,7061,138,29,1,108,50
2015-10-01,321487,123913,75.0,92.0,445567.0,36948,900719,3184478,36043.0,441839.0,4563079.0,199346,1975,289959,2930.0,28335.0,323199.0,302572,1162410,28899.0,196995.0,1690876.0,539251,846697,1385948,23277712,4817845,28095557,30709,23347,0,7362,0,15559,15150,30599,23322,0,7277,0,15559,15040,110,25,0,85,0,0,110,29799,22767,0,7032,29771,22763,0,7008,109,25,0,84,50
2015-11-01,307877,121168,85.0,86.0,429216.0,36227,862796,3036065,41497.0,506537.0,4446895.0,186827,1937,145909,3316.0,29157.0,180319.0,289621,1036342,30775.0,272251.0,1628989.0,536958,813196,1350154,23435263,4840613,28275876,28133,20853,2,7278,0,13154,14979,27974,20836,1,7137,0,13154,14820,159,17,1,141,0,0,159,27301,20379,1,6921,27215,20376,1,6838,156,17,1,138,50
2015-12-01,295332,114892,74.0,88.0,410386.0,34232,822357,2926019,29083.0,414104.0,4191563.0,173045,1853,150069,2688.0,23150.0,177760.0,282889,1033133,23348.0,189286.0,1528656.0,401298,852733,1254031,23590361,4863275,28453636,31227,24421,0,6806,0,18050,13177,31072,24388,0,6684,0,18050,13022,155,33,0,122,0,0,155,30382,23995,0,6387,30355,23988,0,6367,155,33,0,122,50
2016-01-01,330902,126545,96.0,87.0,457630.0,36647,936577,3224253,57644.0,486971.0,4705445.0,187647,1786,180520,3446.0,24821.0,210573.0,314013,1113319,47860.0,262407.0,1737599.0,497796,917001,1414797,23776062,4888147,28664209,52858,45218,2,7638,0,37598,15260,52738,45194,1,7543,0,37598,15140,120,24,1,95,0,0,120,51853,44607,2,7244,51819,44604,1,7214,118,24,1,93,50
2016-02-01,317103,124765,95.0,87.0,442050.0,35955,876020,2987014,53093.0,757466.0,4673593.0,176691,2115,165372,3102.0,42363.0,212952.0,300192,1042763,44623.0,521584.0,1909162.0,530144,1029582,1559726,23965899,4911262,28877161,33054,25201,2,7851,0,17537,15517,32909,25175,1,7733,0,17537,15372,145,26,1,118,0,0,145,32072,24583,1,7488,32030,24576,1,7453,144,25,1,118,50
2016-03-01,314055,129857,94.0,86.0,444092.0,37905,876398,3030902,98611.0,968198.0,4974109.0,168650,1760,161932,2840.0,25013.0,191545.0,301591,1013355,90460.0,619008.0,2024414.0,571083,1097548,1668631,24133449,4935257,29068706,55646,47745,4,7897,0,40009,15637,55536,47725,2,7809,0,40009,15527,110,20,2,88,0,0,110,54672,47219,2,7451,54645,47216,2,7427,110,20,2,88,50
2016-04-01,303724,125757,86.0,92.0,429659.0,36229,847616,2942439,43726.0,912559.0,4746340.0,155421,1734,160960,1824.0,29846.0,194364.0,295487,1013671,37142.0,563091.0,1909391.0,513137,1072330,1585467,24305343,4957727,29263070,34934,26367,0,8567,0,17859,17075,34820,26336,0,8484,0,17859,16961,114,31,0,83,0,0,114,33777,25676,0,8101,33746,25664,0,8082,112,31,0,81,50
2016-05-01,311626,122892,103.0,90.0,434711.0,35622,868080,3098151,94950.0,696222.0,4757403.0,144827,1610,164396,2467.0,19326.0,187799.0,297861,1104522,87584.0,448052.0,1938019.0,434059,1169278,1603337,24467629,4983240,29450869,39221,31289,0,7932,0,23776,15445,39059,31258,0,7801,0,23776,15283,162,31,0,131,0,0,162,38275,30767,0,7508,38232,30761,0,7471,160,30,0,130,50
2016-06-01,285602,109693,103.0,96.0,395494.0,33297,801856,2879495,46537.0,630878.0,4358766.0,122546,1700,134747,2258.0,20941.0,159646.0,280030,1050200,42367.0,360750.0,1733347.0,380768,1050957,1431725,24606897,5003618,29610515,36979,29784,5,7190,0,25108,11871,36870,29761,2,7107,0,25108,11762,109,23,3,83,0,0,109,36186,29386,3,6797,36155,29381,2,6772,108,23,3,82,50
2016-07-01,281748,108690,95.0,97.0,390630.0,33351,807524,2961639,64872.0,565195.0,4399230.0,121434,1847,136096,5129.0,20228.0,163300.0,279956,1049704,60938.0,310404.0,1701002.0,444629,971248,1415877,24747993,5025822,29773815,43351,36267,4,7080,0,32348,11003,43192,36234,3,6955,0,32348,10844,159,33,1,125,0,0,159,42494,35890,2,6602,42448,35880,2,6566,157,33,1,123,50
2016-08-01,300984,112290,93.0,96.0,413463.0,34001,848791,3077592,19491.0,465238.0,4411112.0,133181,1386,149449,1562.0,21338.0,173735.0,287996,1077292,16070.0,219573.0,1600931.0,368083,949178,1317261,24898637,5048913,29947550,38686,31445,5,7236,0,26935,11751,38552,31423,2,7127,0,26935,11617,134,22,3,109,0,0,134,37777,31018,3,6756,37746,31014,2,6730,133,22,3,108,50
2016-09-01,300508,115607,80.0,95.0,416290.0,35239,838895,2955387,22245.0,753759.0,4570286.0,144295,1584,201730,1276.0,22594.0,227184.0,295442,1068761,19246.0,478591.0,1862040.0,433364,1072919,1506283,25101329,5073405,30174734,38001,30083,2,7916,0,23638,14363,37880,30051,1,7828,0,23638,14242,121,32,1,88,0,0,121,37085,29596,1,7488,37049,29590,1,7458,121,32,1,88,50
2016-10-01,314409,120513,76.0,93.0,435091.0,36398,885960,3058593,23188.0,923363.0,4891104.0,153328,1977,199722,1553.0,25094.0,228346.0,306299,1099156,19036.0,618823.0,2043314.0,555311,1123561,1678872,25307467,5095613,30403080,51157,44227,0,6930,0,37026,14131,51019,44194,0,6825,0,37026,13993,138,33,0,105,0,0,138,50242,43652,0,6590,50209,43650,0,6559,136,32,0,104,50
2016-11-01,309386,122763,89.0,99.0,432337.0,37174,858486,3024614,25769.0,998575.0,4907444.0,155964,2768,166214,1453.0,25068.0,195503.0,297275,1075505,20653.0,681322.0,2074755.0,569941,1135170,1705111,25481821,5116762,30598583,54376,45138,5,9233,0,37183,17193,54228,45106,3,9119,0,37183,17045,148,32,2,114,0,0,148,53298,44550,3,8745,53260,44538,3,8719,146,32,2,112,50
2016-12-01,302702,118598,79.0,103.0,421482.0,35482,853364,3257645,33147.0,817886.0,4962042.0,144024,1738,179906,2133.0,20587.0,204364.0,298345,1238770,27900.0,547013.0,2112028.0,669911,1083397,1753308,25661204,5141743,30802947,63565,55627,9,7929,0,47802,15763,63408,55591,6,7811,0,47802,15606,157,36,3,118,0,0,157,62429,55009,3,7417,62390,55002,3,7385,148,36,2,110,50
2017-01-01,324635,131468,98.0,99.0,456300.0,38673,901011,3340866,77439.0,688959.0,5008275.0,160831,1482,184897,1631.0,25598.0,213608.0,308246,1191632,68698.0,380179.0,1948755.0,567611,1047626,1615237,25850405,5166150,31016555,74020,64474,4,9542,0,55974,18046,73862,64441,2,9419,0,55974,17888,158,33,2,123,0,0,158,72836,63829,2,9005,72798,63821,2,8975,156,33,2,121,50
2017-02-01,294714,128367,84.0,104.0,423269.0,37404,807940,3014205,164875.0,633734.0,4620754.0,156699,1719,173907,1207.0,24743.0,201576.0,289168,1078774,161955.0,381108.0,1911005.0,540859,1025504,1566363,26031097,5187034,31218131,108426,97495,3,10928,0,88733,19693,108268,97457,1,10810,0,88733,19535,158,38,2,118,0,0,158,107397,96923,2,10472,107345,96913,1,10431,158,38,2,118,50
2017-03-01,322791,137764,96.0,104.0,460755.0,41132,891639,3258990,4745.0,782706.0,4938080.0,167699,2069,179986,825.0,27853.0,210733.0,309768,1098154,3127.0,537500.0,1948549.0,411994,1207976,1619970,26215172,5213692,31428864,64361,52033,2,12326,0,41381,22980,64193,52002,1,12190,0,41381,22812,168,31,1,136,0,0,168,63150,51373,1,11776,63103,51363,1,11739,168,31,1,136,50
2017-04-01,296033,128064,78.0,104.0,424279.0,38378,812135,3127933,8734.0,629786.0,4578588.0,149435,1572,150963,950.0,25023.0,178508.0,288549,1044109,7113.0,388782.0,1728553.0,451756,983943,1435699,26372026,5235346,31607372,53346,43327,3,10016,0,34797,18549,53196,43287,2,9907,0,34797,18399,150,40,1,109,0,0,150,52277,42800,1,9476,52245,42793,1,9451,146,37,1,108,50
2017-05-01,304136,126330,65.0,108.0,430639.0,37054,831365,3121581,4313.0,914305.0,4871564.0,151158,1555,143879,1022.0,25456.0,171912.0,292582,1031560,2758.0,507427.0,1834327.0,522053,996775,1518828,26523682,5255602,31779284,54700,43819,5,10876,434,35297,18969,54005,43786,2,10217,0,35297,18708,197,33,3,161,0,0,197,53105,43252,2,9851,53056,43248,2,9806,194,33,2,159,50
2017-06-01,277323,112920,74.0,106.0,390423.0,33628,781474,3117192,4680.0,953227.0,4856573.0,130755,1470,132615,738.0,19133.0,153956.0,277658,1014500,3217.0,628721.0,1924096.0,415708,1166981,1582689,26658193,5275047,31933240,98413,89723,0,8690,0,83982,14431,98254,89693,0,8561,0,83982,14272,159,30,0,129,0,0,159,97504,89275,0,8229,97459,89272,0,8187,158,30,0,128,50
2017-07-01,281526,115470,70.0,105.0,397171.0,34392,796668,3038810,29654.0,782659.0,4647791.0,139906,2171,156641,1285.0,19330.0,179427.0,282492,1074018,27011.0,481036.0,1864557.0,490481,1048411,1538892,26815394,5297273,32112667,64778,55798,0,8980,0,51025,13753,64636,55761,0,8875,0,51025,13611,142,37,0,105,0,0,142,63793,55390,0,8403,63762,55385,0,8377,140,37,0,103,50
2017-08-01,280182,118369,84.0,106.0,398741.0,34617,815631,3124206,10851.0,724316.0,4675004.0,142303,2197,253342,1065.0,19050.0,275654.0,290009,1166950,6876.0,417828.0,1881663.0,537449,1033801,1571250,27071435,5316886,32388321,69955,60944,2,9009,0,55728,14227,69821,60914,1,8906,0,55728,14093,134,30,1,103,0,0,134,68975,60454,1,8520,68942,60449,1,8492,133,30,1,102,50
2017-09-01,277936,119646,73.0,106.0,397761.0,35932,772152,3022123,18047.0,843630.0,4655952.0,139666,1330,163985,1436.0,18369.0,185120.0,278864,1069849,11055.0,535085.0,1894853.0,520126,1050261,1570387,27237509,5335932,32573441,71166,62848,2,8316,0,54536,16630,71032,62812,1,8219,0,54536,16496,134,36,1,97,0,0,134,70090,62220,1,7869,70055,62215,1,7839,133,36,1,96,50
2017-10-01,305739,129533,82.0,105.0,435459.0,38768,844218,3065690,25711.0,748753.0,4684372.0,151935,1246,153616,890.0,21609.0,177361.0,300091,1058432,23694.0,431651.0,1813868.0,532816,950417,1483233,27395923,5354879,32750802,80001,70275,0,9726,0,60880,19121,79823,70248,0,9575,0,60880,18943,178,27,0,151,0,0,178,78737,69555,0,9182,78696,69550,0,9146,174,27,0,147,50
2017-11-01,302098,131343,87.0,102.0,433630.0,39488,824467,3025711,51204.0,710413.0,4611795.0,154954,1468,149071,1327.0,22515.0,174381.0,298363,1027908,32629.0,425913.0,1784813.0,458254,1002300,1460554,27548094,5377089,32925183,72811,64323,0,8488,0,55610,17201,72619,64230,0,8389,0,55610,17009,192,93,0,99,0,0,192,71485,63489,0,7996,71410,63436,0,7974,192,93,0,99,50
2017-12-01,286160,122022,71.0,104.0,408357.0,35570,784200,2967045,82199.0,951777.0,4785221.0,141330,1572,140075,1087.0,18487.0,161221.0,283227,1030617,47687.0,664378.0,2025909.0,564124,1077618,1641742,27689494,5396910,33086404,63725,55786,3,7936,0,49478,14247,63606,55759,2,7845,0,49478,14128,119,27,1,91,0,0,119,62762,55265,2,7495,62732,55260,2,7470,117,27,1,89,50
2018-01-01,314988,133864,75.0,105.0,449032.0,38910,863327,3415936,77034.0,768571.0,5124868.0,155578,1616,171211,1264.0,22340.0,196431.0,307451,1232065,46951.0,458588.0,2045055.0,565806,1113477,1679283,27863606,5419229,33282835,56173,47189,1,8983,0,37923,18250,55989,47145,0,8844,0,37923,18066,184,44,1,139,0,0,184,54985,46547,1,8437,54943,46539,0,8404,181,44,1,136,50
2018-02-01,282667,126244,72.0,104.0,409087.0,37212,759933,3197671,10179.0,593703.0,4561486.0,138775,1440,152864,1135.0,20057.0,175496.0,281583,1188013,8348.0,330011.0,1807955.0,398653,1115941,1514594,28018699,5439632,33458331,46596,38868,0,7728,0,31201,15395,46369,38796,0,7573,0,31201,15168,227,72,0,155,0,0,227,45191,37976,0,7215,45140,37963,0,7177,226,72,0,154,50
2018-03-01,309644,136982,83.0,110.0,446819.0,41100,843478,3387790,11278.0,837672.0,5080218.0,148306,1793,167500,1490.0,22060.0,192843.0,302177,1196433,9164.0,529467.0,2037241.0,496836,1212476,1709312,28189446,5461728,33651174,53415,44592,0,8823,0,37553,15862,53219,44526,0,8693,0,37553,15666,196,66,0,130,0,0,196,52189,43919,0,8270,52149,43911,0,8238,194,66,0,128,50
2018-04-01,291543,131033,95.0,110.0,422781.0,39475,789704,3280901,72275.0,622246.0,4765126.0,143583,2029,153172,1052.0,41870.0,198123.0,288453,1174295,68992.0,334745.0,1866485.0,461666,1099922,1561588,28358052,5491245,33849297,38968,30219,1,8748,0,24249,14719,38765,30176,1,8588,0,24249,14516,203,43,0,160,0,0,203,37978,29771,1,8206,37920,29759,1,8160,202,43,0,159,50
2018-05-01,297957,128099,97.0,112.0,426265.0,37328,796855,3128239,21194.0,620501.0,4566789.0,150903,1478,144611,893.0,42367.0,189349.0,290245,1100918,13560.0,336081.0,1740804.0,410937,1026350,1437287,28518613,5520033,34038646,46167,37188,0,8979,0,30194,15973,45964,37109,0,8855,0,30194,15770,203,79,0,124,0,0,203,44867,36532,0,8335,44801,36500,0,8301,197,78,0,119,50
2018-06-01,270470,116449,71.0,108.0,387098.0,33694,738664,2841339,22742.0,591620.0,4194365.0,137463,1959,131995,744.0,27711.0,162409.0,274348,966940,15555.0,321355.0,1578198.0,360222,940317,1300539,28663592,5537463,34201055,34891,25567,5,9319,0,20565,14326,34695,25507,3,9185,0,20565,14130,196,60,2,134,0,0,196,33652,24977,3,8672,33609,24963,3,8643,195,60,2,133,50
2018-07-01,270153,117275,74.0,111.0,387613.0,33899,750400,3006359,12986.0,591030.0,4360775.0,145457,1435,131157,790.0,25445.0,158827.0,274901,1029600,5335.0,257710.0,1567546.0,361001,939238,1300239,28803832,5556050,34359882,55381,47497,0,7884,0,43204,12177,55184,47435,0,7749,0,43204,11980,197,62,0,135,0,0,197,54340,47046,0,7294,54284,47035,0,7249,195,62,0,133,50
2018-08-01,277430,120914,78.0,105.0,398527.0,34439,764879,3086391,53014.0,455768.0,4360052.0,151343,1622,205662,796.0,20440.0,228520.0,282532,1124626,46066.0,190033.0,1643257.0,448068,936588,1384656,29012296,5576106,34588402,42669,34692,1,7976,0,30171,12498,42490,34638,0,7852,0,30171,12319,179,54,1,124,0,0,179,41690,34256,1,7433,41636,34240,0,7396,179,54,1,124,50
2018-09-01,273374,122824,72.0,104.0,396374.0,35380,728608,2928033,12079.0,529314.0,4198034.0,153300,1208,163369,529.0,22346.0,187452.0,272871,1081414,5893.0,263322.0,1623500.0,431369,927519,1358888,29181101,5594753,34775854,41492,33184,0,8308,0,27389,14103,41323,33129,0,8194,0,27389,13934,169,55,0,114,0,0,169,40463,32646,0,7817,40434,32643,0,7791,164,55,0,109,50
2018-10-01,298216,132499,78.0,109.0,430902.0,38662,796787,3138477,18619.0,589041.0,4542924.0,159723,1881,166915,588.0,33237.0,202621.0,292047,1123032,8945.0,291190.0,1715214.0,451333,973384,1424717,29364611,5613864,34978475,40545,30727,0,9818,0,22656,17889,39870,30669,0,9201,0,22656,17214,179,58,0,121,0,0,179,38727,29948,0,8779,38689,29938,0,8751,177,56,0,121,50
2018-11-01,293813,131467,70.0,109.0,425459.0,38329,778463,3119969,14909.0,584873.0,4498214.0,158127,1269,165638,793.0,20386.0,188086.0,290466,1136531,6421.0,310185.0,1743603.0,500448,963987,1464435,29534556,5632005,35166561,33234,23093,3,10138,0,14253,18981,33017,23046,2,9969,0,14253,18764,217,47,1,169,0,0,217,31806,22303,2,9501,31762,22293,2,9467,217,47,1,169,50
2018-12-01,280853,123374,72.0,107.0,404406.0,35656,757205,3144772,14632.0,646157.0,4562766.0,151394,1321,146394,785.0,19795.0,168295.0,283005,1142307,6314.0,304723.0,1736349.0,508266,956235,1464501,29683086,5651770,35334856,37060,27733,5,9322,0,21583,15477,36901,27685,2,9214,0,21583,15318,159,48,3,108,0,0,159,35949,27133,1,8815,35907,27120,1,8786,156,48,1,107,50
2019-01-01,312650,134807,95.0,107.0,447659.0,38223,836005,3359923,20858.0,510628.0,4727414.0,161694,1333,175022,840.0,20708.0,197903.0,298908,1197903,10459.0,283744.0,1791014.0,493296,1011014,1504310,29859463,5673296,35532759,44757,34754,2,10001,0,27510,17247,44580,34711,2,9867,0,27510,17070,177,43,0,134,0,0,177,43605,34148,2,9455,43567,34140,2,9425,176,43,0,133,50
2019-02-01,280265,128324,61.0,102.0,408752.0,37574,743079,2982765,12213.0,442999.0,4181056.0,146677,1244,170744,420.0,16820.0,189228.0,277592,1062169,5514.0,234728.0,1580003.0,432680,893611,1326291,30030034,5691953,35721987,44088,34721,3,9364,0,27643,16445,43904,34650,1,9253,0,27643,16261,184,71,2,111,0,0,184,42880,34073,3,8804,42832,34053,1,8778,182,70,2,110,50
